,Unnamed: 0,city,house_title,house_type,price,owner_name,no_of_reviews,rating,occupancy,occupancy_lst,no_of_guest,house_size,no_of_beds,no_of_baths,house,beds,bath
274,281.0,Manhattan,UNBEATABLE LOCATION/TIMES SQUARE!,Entire apartment,2390.0,Leo,1370,4.5,"['4 guests', '2 bedrooms', '0 beds', '1 bath', '󰀄
137 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '0 beds'"", "" '1 bath'"", "" '\U000f0004\n137 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
275,282.0,Manhattan,NYC Bedroom in Amazing Location!,Private room in apartment,1330.0,Sterling,1430,5.0,"['4 guests', '1 bedroom', '3 beds', '1 shared bath', '󰀄
322 Reviews']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 shared bath'"", "" '\U000f0004\n322 Reviews']""]",[,"""",[,',,,
276,283.0,Manhattan,Full Floor Apt 3Br in Times Sq,Entire apartment,3780.0,Andrea,1600,4.5,"['6 guests', '3 bedrooms', '4 beds', '1 bath', '󰀄
162 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\U000f0004\n162 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
277,284.0,Manhattan,Sunny & Clean- Soho/west village loft,Entire apartment,1690.0,Candy,140,4.5,"['6 guests', '3 bedrooms', '3 beds', '1 bath', '󰀄
14 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n14 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
278,285.0,Manhattan,[205] 5 min WALK to Times Square,Private room in apartment,2100.0,Yasu & Akiko,1750,4.5,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '󰀄
1875 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n1875 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
279,286.0,Manhattan,NYC Top-Floor Mid-Town Apartment (new openings!),Private room in apartment,1900.0,Chuck,210,5.0,"['5 guests', '1 bedroom', '2 beds', '1 private bath', '󰀄
21 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n21 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
280,287.0,Manhattan,Upper East Chic 1BR Apartment Near Central Park,Entire apartment,1690.0,Song,300,4.5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
31 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n31 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
281,288.0,Manhattan,Beautiful 1BR Apt near Time Square,Entire apartment,1800.0,Lance,480,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
51 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n51 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
282,289.0,Manhattan,Cute private space in an Awesome Location,Entire condominium,1800.0,Fred,1480,4.0,"['4 guests', 'Studio', '2 beds', '1 bath', '󰀄
148 Reviews']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n148 Reviews']""]",[,"""",[,',,,
283,290.0,Manhattan,NYC Top-Floor Mid-Town Apartment (new openings!),Private room in apartment,1900.0,Chuck,210,5.0,"['5 guests', '1 bedroom', '2 beds', '1 private bath', '󰀄
21 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n21 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
284,291.0,Manhattan,Charming 1BR Apartment close to Time Square,Entire apartment,1700.0,Jose,1150,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
118 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n118 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
285,292.0,Manhattan,Pleasant UpperEastSide Townhouse Garden Studio,Entire house,1390.0,Kate,800,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
662 Reviews']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n662 Reviews']""]",[,"""",[,',,,
286,293.0,Manhattan,QUAINT HELL'S KITCHEN STUDIO!!!,Entire apartment,1690.0,Kevin,1590,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
160 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n160 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
287,294.0,Manhattan,Heart of the West,Entire apartment,1800.0,Ash,30,5.0,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
230 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n230 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
288,295.0,Manhattan,Sunny & Clean- Soho/west village loft,Entire apartment,1690.0,Candy,140,4.5,"['6 guests', '3 bedrooms', '3 beds', '1 bath', '󰀄
14 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n14 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
289,296.0,Manhattan,Landmark 2 Bedroom West Village NYC,Entire apartment,2250.0,West Village,1430,4.5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
392 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n392 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
290,297.0,Manhattan,East Village Bed & Breakfast - Subway 2 short Blks,Private room in apartment,1240.0,Helen,1270,4.5,"['3 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
153 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n153 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
291,298.0,Manhattan,Private Room w/a Patio In Center of Manhattan!,Private room in apartment,1250.0,Teresa,510,4.5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
138 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n138 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
292,299.0,Manhattan,Modern 1 Bedroom Apt - Trendy & Historic Downtown,Entire apartment,2300.0,John,1450,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
300 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n300 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
293,300.0,Manhattan,Beautiful Upper East Side Apartment,Entire apartment,1500.0,Eli,1290,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
162 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n162 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
294,301.0,Manhattan,Entire 2 bdrm/2 bth UWS/RiversdePrk,Entire apartment,1860.0,Mike,690,4.5,"['4 guests', '2 bedrooms', '3 beds', '2 baths', '󰀄
73 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\U000f0004\n73 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
295,302.0,Manhattan,Stylish & Inviting Brownstone Apt,Entire apartment,1800.0,Jennifer And Kenneth,1090,5.0,"['4 guests', 'Studio', '2 beds', '1 bath', '󰀄
109 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n109 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
296,303.0,Manhattan,One bedroom escape,Entire apartment,1300.0,Chuck,1040,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
104 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n104 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
297,305.0,Manhattan,Stylish & Spacious Apartment in Harlem Brownstone,Entire apartment,1470.0,Elisia,1030,4.5,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
104 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n104 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
