,city,house_title,house_type,price,owner_name,no_of_reviews,rating,occupancy,occupancy_lst,no_of_guest,house_size,no_of_beds,no_of_baths,house,beds,bath
0,Manhattan,A Beautiful Brownstone Apartment,Entire apartment,91,Michael,279,5,"['4 guests', 'Studio', '3 beds', '1 bath', '󰀄
474 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n474 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '3 beds', '1 bath',0.5,3,1
1,Manhattan,YOUR DREAM SUITE IN MANHATTAN,Private room in apartment,87,Marilyn,137,4,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '󰀄
544 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n544 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 private bath',1,2,1
2,Manhattan,Manhattan's Best Deal!,Entire apartment,165,Adrianne,272,4.5,"['6 guests', '2 bedrooms', '5 beds', '1 bath', '󰀄
410 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '5 beds'"", "" '1 bath'"", "" '\U000f0004\n410 Reviews'"", "" '\U000f0019\nVerified']""]",6, '2 bedrooms', '5 beds', '1 bath',2,5,1
3,Manhattan,Spacious room near Times Square,Private room in apartment,88,Stephanie,118,4.5,"['4 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
257 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n257 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 shared bath',1,1,1
4,Manhattan,Entire Apartment Steps from Times Square!!! For 4!,Entire apartment,99,Theresa,162,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
398 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n398 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
5,Manhattan,Modern & Trendy 2-Bedroom 1 Bath Lower Manhattan,Entire apartment,90,Alex,117,5,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
118 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n118 Reviews'"", "" '\U000f0019\nVerified']""]",5, '2 bedrooms', '3 beds', '1 bath',2,3,1
6,Manhattan,LARGE 2 Bedroom Midtown Manhattan Apartment!,Entire apartment,124,Ethan,4,5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
4 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n4 Reviews'"", "" '\U000f0019\nVerified']""]",4, '2 bedrooms', '2 beds', '1 bath',2,2,1
7,Manhattan,Massive DUPLEX 2BR & 2BATH East Village,Entire apartment,198,Seith,340,4,"['8 guests', '2 bedrooms', '4 beds', '2 baths', '󰀄
939 Reviews', '󱄁
1 Reference', '󰀙
Verified']","[""['8 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '2 baths'"", "" '\U000f0004\n939 Reviews'"", "" '\U000f1101\n1 Reference'"", "" '\U000f0019\nVerified']""]",8, '2 bedrooms', '4 beds', '2 baths',2,4,2
8,Manhattan,Luxury Central Park Apartment close to everything,Entire apartment,199,Bozhena,125,4.5,"['4 guests', '1 bedroom', '4 beds', '1 bath', '󰀄
337 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '4 beds'"", "" '1 bath'"", "" '\U000f0004\n337 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '4 beds', '1 bath',1,4,1
9,Manhattan,GREAT AND STYLISH APARTMENT! AMAZING LOCATION!,Entire apartment,110,M. Alejandro,100,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
108 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n108 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
10,Manhattan,Big renovated studio up to 4 people in Manhattan,Entire apartment,95,Gloria,20,4.5,"['4 guests', 'Studio', '1 bed', '1 bath', '󰀄
20 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n20 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '1 bed', '1 bath',0.5,1,1
11,Manhattan,GORGEOUS 1 BDR PRIME HELL'S KITCHEN,Entire apartment,134,Konstantin,261,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
263 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n263 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
12,Manhattan,Spacious Room in East Village/NoHo,Private room in apartment,129,Sne,381,5,"['3 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
382 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n382 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 shared bath',1,1,1
13,Manhattan,Manhattan Lux Loft.Like.Love.Lots.Look !,Private room in loft,271,Carol,526,5,"['5 guests', '1 bedroom', '3 beds', '1 private bath', '󰀄
533 Reviews', '󱄁
5 References', '󰀙
Verified']","[""['5 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 private bath'"", "" '\U000f0004\n533 Reviews'"", "" '\U000f1101\n5 References'"", "" '\U000f0019\nVerified']""]",5, '1 bedroom', '3 beds', '1 private bath',1,3,1
14,Manhattan,Cozy Hell's Kitchen/ Time Square Apartment- 2 BRM,Entire apartment,145,Nivea And Jill,122,4.5,"['8 guests', '2 bedrooms', '4 beds', '1 bath', '󰀄
124 Reviews', '󰀙
Verified']","[""['8 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\U000f0004\n124 Reviews'"", "" '\U000f0019\nVerified']""]",8, '2 bedrooms', '4 beds', '1 bath',2,4,1
15,Manhattan,"2 Blocks from Times Square, Centrally Located!",Entire apartment,175,Astor,155,4.5,"['5 guests', 'Studio', '4 beds', '1 bath', '󰀄
214 Reviews', '󰀙
Verified']","[""['5 guests'"", "" 'Studio'"", "" '4 beds'"", "" '1 bath'"", "" '\U000f0004\n214 Reviews'"", "" '\U000f0019\nVerified']""]",5, 'Studio', '4 beds', '1 bath',0.5,4,1
16,Manhattan,Unique Loft GREAT location,Entire apartment,189,Lee,166,4.5,"['6 guests', 'Studio', '3 beds', '1 bath', '󰀄
210 Reviews', '󰀙
Verified']","[""['6 guests'"", "" 'Studio'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n210 Reviews'"", "" '\U000f0019\nVerified']""]",6, 'Studio', '3 beds', '1 bath',0.5,3,1
17,Manhattan,âUnique two bedroom on 2nd Avenueâ,Entire apartment,150,Zev,281,4.5,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
613 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n613 Reviews'"", "" '\U000f0019\nVerified']""]",5, '2 bedrooms', '3 beds', '1 bath',2,3,1
18,Manhattan,Best of the East Village Cozy 2 Bedroom,Entire apartment,100,Katya,203,4.5,"['5 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
206 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n206 Reviews'"", "" '\U000f0019\nVerified']""]",5, '2 bedrooms', '2 beds', '1 bath',2,2,1
19,Manhattan,A Unique studio apartment,Entire apartment,140,Michael,195,5,"['3 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
474 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n474 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '3 beds', '1 bath',1,3,1
20,Manhattan,Modern Condo in Midtown,Private room in apartment,159,Welcome To My Place,311,5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
314 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n314 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 bath',1,1,1
21,Manhattan,Cozy Apartment Near Times Square,Entire apartment,135,Mike,225,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
276 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n276 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
22,Manhattan,Amazingly well located 2 bedroom/2 bath apartment,Entire apartment,125,John,39,4.5,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '󰀄
39 Reviews']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\U000f0004\n39 Reviews']""]",6, '2 bedrooms', '3 beds', '2 baths',2,3,2
23,Manhattan,RENOVATED/BEST LOCATION in MIDTOWN,Private room in townhouse,190,Marta,162,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
307 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n307 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
24,Manhattan,Near Times Square and Hell's Kitchen,Private room in apartment,140,Claude,343,4.5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
347 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n347 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 shared bath',1,2,1
25,Manhattan,Fun Spacious Midtown Apt near U.N. & Central Park,Entire apartment,175,Christian,129,5,"['5 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
135 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n135 Reviews'"", "" '\U000f0019\nVerified']""]",5, '1 bedroom', '2 beds', '1 bath',1,2,1
26,Manhattan,Elegant Private Apartment in a Historic Brownstone,Private room in townhouse,108,Jacob,104,5,"['4 guests', 'Studio', '2 beds', '1 private bath', '󰀄
874 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n874 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '2 beds', '1 private bath',0.5,2,1
27,Manhattan,Cozy Apartment Next To Central Park,Entire apartment,150,Lenny,103,4.5,"['5 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
142 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n142 Reviews'"", "" '\U000f0019\nVerified']""]",5, '2 bedrooms', '2 beds', '1 bath',2,2,1
28,Manhattan,"Manhattan, Room w/ 2 Beds Near Central Park &Metro",Private room in house,99,Joo,143,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
987 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n987 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 shared bath',1,2,1
29,Manhattan,Miltons place,Entire apartment,90,Milton,8,5,"['4 guests', 'Studio', '0 beds', '1 bath', '󰀄
18 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '0 beds'"", "" '1 bath'"", "" '\U000f0004\n18 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '0 beds', '1 bath',0.5,0,1
30,Manhattan,Super well located 2 BR 2 bath apt in Manhattan,Entire apartment,150,Gina,18,4.5,"['8 guests', '2 bedrooms', '4 beds', '2 baths', '󰀄
18 Reviews', '󰀙
Verified']","[""['8 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '2 baths'"", "" '\U000f0004\n18 Reviews'"", "" '\U000f0019\nVerified']""]",8, '2 bedrooms', '4 beds', '2 baths',2,4,2
31,Manhattan,Modernly Designed studIo in turtle bay area~402~,Entire apartment,105,Lior,101,4.5,"['4 guests', 'Studio', '3 beds', '1 bath', '󰀄
134 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n134 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '3 beds', '1 bath',0.5,3,1
32,Manhattan,Cute studio in the Upper West Side.,Entire apartment,109,Ai,9,5,"['3 guests', 'Studio', '1 bed', '1 bath', '󰀄
25 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n25 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '1 bed', '1 bath',0.5,1,1
33,Manhattan,HELL'S KITCHEN STUDIO for 2 or 3,Entire apartment,135,Rod,204,4.5,"['3 guests', 'Studio', '1 bed', '1 bath', '󰀄
224 Reviews', '󱄁
1 Reference', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n224 Reviews'"", "" '\U000f1101\n1 Reference'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '1 bed', '1 bath',0.5,1,1
34,Manhattan,SPACIOUS SCANDINAVIAN DESIGNER APT/Luxury building,Entire apartment,97,Teresa,20,5,"['6 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
98 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n98 Reviews'"", "" '\U000f0019\nVerified']""]",6, '1 bedroom', '3 beds', '1 bath',1,3,1
35,Manhattan,Modern Studio in the center of Manhattan!,Entire apartment,95,Olivier,83,4.5,"['4 guests', 'Studio', '2 beds', '1 bath', '󰀄
83 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n83 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '2 beds', '1 bath',0.5,2,1
36,Manhattan,Soho Apartment Stylish & Central,Entire condominium,190,Arne,346,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
851 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n851 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 bath',1,1,1
37,Manhattan,Clean and comfortable 3 person private room,Private room in apartment,80,Kristy,88,4.5,"['3 guests', '1 bedroom', '3 beds', '1.5 shared baths', '󰀄
286 Reviews', '󱄁
3 References', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1.5 shared baths'"", "" '\U000f0004\n286 Reviews'"", "" '\U000f1101\n3 References'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '3 beds', '1.5 shared baths',1,3,1.5
38,Manhattan,"Manhattan, Clean Room Near Central Park & Subway",Private room in house,79,Joo,150,5,"['3 guests', '1 bedroom', '3 beds', '2 shared baths', '󰀄
987 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '2 shared baths'"", "" '\U000f0004\n987 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '3 beds', '2 shared baths',1,3,2
39,Manhattan,Stunning studio APT in the heart of NYC,Entire apartment,140,Eli,103,4.5,"['3 guests', 'Studio', '3 beds', '1 bath', '󰀄
105 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n105 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '3 beds', '1 bath',0.5,3,1
40,Manhattan,"Classic Brownstone, a Private Studio Apartment",Private room in townhouse,134,Jacob,132,4.5,"['5 guests', 'Studio', '2 beds', '1 private bath', '󰀄
874 Reviews', '󰀙
Verified']","[""['5 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n874 Reviews'"", "" '\U000f0019\nVerified']""]",5, 'Studio', '2 beds', '1 private bath',0.5,2,1
41,Manhattan,Sunny bedroom with Park views in East Village!,Private room in apartment,122,Alfredo,177,4.5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
457 Reviews', '󱄁
1 Reference', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n457 Reviews'"", "" '\U000f1101\n1 Reference'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 shared bath',1,2,1
42,Manhattan,NEW! BEST LOCATION !!! 3min to Rockefeller Plaza,Private room in townhouse,190,Marta,145,5,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '󰀄
307 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n307 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 private bath',1,2,1
43,Manhattan,Nice studio in Midtown Manhattan,Entire apartment,219,Zahid,162,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
162 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n162 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
44,Manhattan,Bright Cozy Chinatown Studio Apt.,Entire apartment,160,Patricia,272,5,"['3 guests', 'Studio', '2 beds', '1 bath', '󰀄
275 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n275 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '2 beds', '1 bath',0.5,2,1
45,Manhattan,Clean style apt. Central midtwn near Javits,Private room in apartment,164,CZ Casa,178,4.5,"['4 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
179 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n179 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 shared bath',1,1,1
46,Manhattan,Brownstone studio near central park,Entire apartment,150,Lucia,125,4.5,"['3 guests', 'Studio', '1 bed', '1 bath', '󰀄
282 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n282 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '1 bed', '1 bath',0.5,1,1
47,Manhattan,Harlem Monthly Rental True Two Bedroom 1 Bath,Entire townhouse,99,Enid,3,4.5,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
136 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n136 Reviews'"", "" '\U000f0019\nVerified']""]",6, '2 bedrooms', '2 beds', '1 bath',2,2,1
48,Manhattan,Sunny Private Studio-Apartment,Entire apartment,119,Alexandra,129,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
304 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n304 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
49,Manhattan,âHUGE beautiful E. Villager 2nd Avâ,Entire apartment,150,Zev,304,4.5,"['5 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
613 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n613 Reviews'"", "" '\U000f0019\nVerified']""]",5, '1 bedroom', '3 beds', '1 bath',1,3,1
50,Manhattan,Cozy front room in a 2 bedroom family apt near CU,Private room in apartment,70,Anna & Keith,114,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
116 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n116 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 shared bath',1,2,1
51,Manhattan,Great apartment in the heart of Manhattan!,Entire apartment,160,Jamie And John,109,4.5,"['5 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
547 Reviews']","[""['5 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n547 Reviews']""]",5, '1 bedroom', '2 beds', '1 bath',1,2,1
52,Manhattan,THE SMALL CHATEAU IN THE TREES,Private room in apartment,200,Stefanie Elizabeth,189,5,"['3 guests', '1 bedroom', '2 beds', '1 private bath', '󰀄
193 Reviews']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n193 Reviews']""]",3, '1 bedroom', '2 beds', '1 private bath',1,2,1
53,Manhattan,Clean & sunny private room (fits 3),Private room in apartment,77,Kristy,64,4.5,"['3 guests', '1 bedroom', '2 beds', '1.5 shared baths', '󰀄
286 Reviews', '󱄁
3 References', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1.5 shared baths'"", "" '\U000f0004\n286 Reviews'"", "" '\U000f1101\n3 References'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1.5 shared baths',1,2,1.5
54,Manhattan,Downtown Airy Designer Loft,Entire apartment,179,Jaclyn,171,5,"['6 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
172 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n172 Reviews'"", "" '\U000f0019\nVerified']""]",6, '1 bedroom', '3 beds', '1 bath',1,3,1
55,Manhattan,Modern Central Park Apartment close to everything,Entire apartment,199,Bozhena,150,4.5,"['4 guests', '1 bedroom', '4 beds', '1 bath', '󰀄
337 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '4 beds'"", "" '1 bath'"", "" '\U000f0004\n337 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '4 beds', '1 bath',1,4,1
56,Manhattan,"Manhattan East Village, lower East Side",Entire apartment,157,Marie L,126,5,"['3 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
155 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n155 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '3 beds', '1 bath',1,3,1
57,Manhattan,Harlem Monthly Rental True Two Bedroom 1 Bath,Entire townhouse,99,Enid,3,4.5,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
136 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n136 Reviews'"", "" '\U000f0019\nVerified']""]",6, '2 bedrooms', '2 beds', '1 bath',2,2,1
58,Manhattan,Luxury! Rooftop Pool! Empire State Building View!,Entire condominium,189,Emily,5,5,"['5 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
9 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n9 Reviews'"", "" '\U000f0019\nVerified']""]",5, '1 bedroom', '2 beds', '1 bath',1,2,1
59,Manhattan,New Private studio-apartment,Entire apartment,100,Alexandra,59,4.5,"['4 guests', 'Studio', '0 beds', '1 bath', '󰀄
304 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '0 beds'"", "" '1 bath'"", "" '\U000f0004\n304 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '0 beds', '1 bath',0.5,0,1
60,Manhattan,Middle of center of New York City!,Entire apartment,155,Anders,138,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
609 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n609 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
61,Manhattan,"Cozy, Luxury, Modern Stone Chelsea Apartment",Entire apartment,127,Alberto,61,5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
112 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n112 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
62,Manhattan,WeLive Wall Street -- Studio+,Entire serviced apartment,229,WeWork,233,5,"['3 guests', 'Studio', '2 beds', '1 bath', '󰀄
506 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n506 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '2 beds', '1 bath',0.5,2,1
63,Manhattan,Cute Apartment in Hell's Kitchen,Entire apartment,200,Jennifer,190,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
190 Reviews']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n190 Reviews']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
64,Manhattan,"Manhattan, Room w/3 Beds Near Metro & Central Park",Private room in apartment,95,Joo,129,5,"['4 guests', '1 bedroom', '3 beds', '1 shared bath', '󰀄
987 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 shared bath'"", "" '\U000f0004\n987 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '3 beds', '1 shared bath',1,3,1
66,Manhattan,Luxe Tuscan Suite Private Room,Private room in apartment,76,Anne,228,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
550 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n550 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 shared bath',1,2,1
